OrderID,OrderDate,CustomerName,Email,Country,ProductCategory,Quantity,UnitPrice,Discount,PaymentMethod,IsReturned
ORD-20259,"February 27, 2026",Customer 1259,  customer1259@example.com ,, Beauty,1.0,61.8,0.11,PayPal,N
ORD-20316,2025-07-22,Customer 1316,,Canada,Home&Garden,2.0,153.33,0.16,Credit Card,N
ORD-20181,08/25/2025,Customer 1181,customer1181@example.com,AUSTRALIA,Sport,2.0,180.1,0.2,PayPal,FALSE
ORD-20605,04/28/2025,Customer 1605,customer1605@example.com,england,Apparel,1.0,191.12,0.15,Gift Card,FALSE
ORD-21323,"December 29, 2025",Customer 1423,  customer1423@example.com ,australia,Electronics,2.0,122.58,0.04,Debit Card,no
ORD-20550,03-Dec-2025,Customer 1550,  customer1550@example.com ,United Kingdom,SPORTS,5.0,$93.14,0.01,Credit Card,N
ORD-20092,2026-01-21,Customer 1092,customer1092@example.com,GERMANY,APPAREL,2.0,65.14,0.28,Gift Card,false
ORD-21035,"June 17, 2025",Customer 1135,customer1135@example.com,USA,Home&Garden,4.0,117.84,0.14,PayPal,false
ORD-21254,29-Mar-2025,Customer 1354,customer1354@example.com,United states,HOME & GARDEN,2.0,43.1,0.0,Debit Card,false
ORD-21306,07-Jul-2026,Customer 1406,customer1406@example.com,canada, Beauty,5.0,$80.62,0.19,Credit Card,TRUE
ORD-21074,08-Apr-2026,Customer 1174,  customer1174@example.com ,CANADA,apparel,4.0,$59.49,0.26,Debit Card,no
ORD-21030,21-Dec-2025,Customer 1130,,United States,sports,2.0,$204.94,0.3,Gift Card,0
ORD-20584,2025-09-22,Customer 1584,  customer1584@example.com ,CANADA,Electronics,5.0,81.42,0.19,Debit Card,no
ORD-20689,07/30/2026,Customer 1689,customer1689@example.com,Canada,APPAREL,3.0,12.84,0.05,Gift Card,false
ORD-21501,06/21/2026,Customer 1601,customer1601@example.com,United kingdom,Apparel,5.0,40.76,0.21,PayPal,No
ORD-20317,03/04/2025,Customer 1317,customer1317@example.com,GERMANY,BEAUTY,5.0,$128.06,0.09,PayPal,FALSE
ORD-21228,2025-11-10,Customer 1328,customer1328@example.com,CA,Electronics,5.0,38.07,0.07,Gift Card,FALSE
ORD-20576,2025-12-17,Customer 1576,customer1576@example.com,australia,Electronics ,1.0,$148.22,0.14,Gift Card,yes
ORD-20294,05-Mar-2025,Customer 1294,  customer1294@example.com ,America,Apparel,2.0,$167.29,0.02,Gift Card,TRUE
ORD-20926,07-May-2025,Customer 1026,customer1026@example.com,GERMANY,BEAUTY,2.0,163.78,0.16,PayPal,no
ORD-21201,12/24/2025,Customer 1301,customer1301@example.com,australia,Beauty,3.0,161.67,0.27,Debit Card,No
ORD-20060,2025-08-25,Customer 1060,  customer1060@example.com ,America,Apparel,1.0,102.9,0.07,PayPal,no
ORD-20606,06-Mar-2025,Customer 1606,customer1606@example.com,CANADA,Sports ,3.0,178.39,0.13,PayPal,no
ORD-20250,14-May-2026,Customer 1250,customer1250@example.com,U.K.,electronics,5.0,$47.35,0.26,PayPal,N
ORD-21551,"November 09, 2025",Customer 1651,customer1651@example.com,America,Home&Garden,2.0,111.09,0.08,Debit Card,false
ORD-21482,01-Aug-2026,Customer 1582,,CANADA,electronics,3.0,127.83,0.25,Debit Card,false
ORD-20277,07/15/2025,Customer 1277,  customer1277@example.com ,germany,apparel,4.0,35.07,0.13,PayPal,Yes
ORD-20597,12/21/2025,Customer 1597,customer1597@example.com,U.S.A., Apparel,1.0,21.52,0.02,PayPal,0
ORD-20038,05-Jan-2026,Customer 1038,customer1038@example.com,Australia,Home & Garden,2.0,19.04,0.01,PayPal,false
ORD-20673,07/06/2025,Customer 1673,customer1673@example.com,United Kingdom,Home & Garden,4.0,193.13,0.11,Gift Card,No
ORD-20941,09/09/2025,Customer 1041,customer1041@example.com,CA,beauty,5.0,20.89,0.06,,No
ORD-20077,07/25/2025,Customer 1077,customer1077@example.com,Canada,Appreal,3.0,$70.86,0.18,Credit Card,No
ORD-20287,"June 17, 2026",Customer 1287,customer1287@example.com,canada,Electronics ,2.0,184.73,0.01,Credit Card,no
ORD-20291,"September 22, 2025",Customer 1291,customer1291@example.com,australia, Apparel,2.0,$55.14,0.03,Credit Card,FALSE
ORD-20569,04/20/2026,Customer 1569,customer1569@example.com,United Kingdom,APPAREL,4.0,$35.87,0.14,Gift Card,no
ORD-21454,13-Aug-2025,Customer 1554,customer1554@example.com,UK, Beauty,5.0,215.1,0.22,PayPal,N
ORD-20352,2026-05-03,Customer 1352,customer1352@example.com,United Kingdom,beauty,1.0,122.16,0.1,Gift Card,no
ORD-21251,"May 29, 2025",Customer 1351,customer1351@example.com,United States,Home & Garden,1.0,$127.10,0.07,Debit Card,no
ORD-21415,"October 12, 2025",Customer 1515,  customer1515@example.com ,CA,Sports ,5.0,130.72,0.1,PayPal,FALSE
ORD-21207,"February 07, 2026",Customer 1307,customer1307@example.com,United kingdom,Home & Garden,3.0,$79.82,0.29,Debit Card,No
ORD-21018,02-May-2026,Customer 1118,customer1118@example.com,AUS,HOME & GARDEN,1.0,17.91,0.2,Gift Card,FALSE
ORD-21406,20-Feb-2026,Customer 1506,  customer1506@example.com ,Australia,Electronic,3.0,$159.63,0.01,Gift Card,yes
ORD-20031,"July 09, 2026",Customer 1031,customer1031@example.com,germany,Sport,5.0,128.72,0.03,PayPal,0
ORD-20553,10/27/2025,Customer 1553,  customer1553@example.com ,Canada,Electronics ,1.0,47.79,0.05,PayPal,0
ORD-20757,07/17/2025,Customer 1757,customer1757@example.com,england, Apparel,1.0,47.35,0.25,Credit Card,No
ORD-20172,2025-07-28,Customer 1172,customer1172@example.com,United States,Sport,4.0,161.6,0.21,Gift Card,no
ORD-21336,2025-08-17,Customer 1436,customer1436@example.com,United States,electronics,4.0,14.14,0.19,Debit Card,Y
ORD-20095,"April 23, 2025",Customer 1095,customer1095@example.com,australia,Home & Garden,2.0,8.31,0.03,Credit Card,FALSE
ORD-20069,04/01/2026,Customer 1069,customer1069@example.com,australia,ELECTRONICS,3.0,$12.04,0.19,Gift Card,1
ORD-20348,2025-03-23,Customer 1348,customer1348@example.com,Canada,ELECTRONICS,4.0,188.97,0.26,Gift Card,FALSE
ORD-21431,"June 18, 2025",Customer 1531,customer1531@example.com,germany,Home & garden,3.0,194.41,0.16,Credit Card,FALSE
ORD-21145,05/03/2026,Customer 1245,  customer1245@example.com ,GERMANY, Apparel,3.0,$15.48,0.1,Gift Card,no
ORD-20354,18-Oct-2025,Customer 1354,  customer1354@example.com ,australia,Sports ,1.0,$22.39,0.26,Credit Card,0
ORD-20906,19-Aug-2026,Customer 1006,  customer1006@example.com ,GERMANY,Beauty,5.0,18.51,0.29,Debit Card,No
ORD-21005,11/03/2025,Customer 1105,customer1105@example.com,AUS,APPAREL,3.0,147.24,0.18,Credit Card,N
ORD-21219,"July 14, 2025",Customer 1319,customer1319@example.com,CA,Home & garden,1.0,$165.39,0.05,Gift Card,no
ORD-20326,09-Jun-2025,Customer 1326,customer1326@example.com,UK,Beauty,1.0,78.77,0.01,Credit Card,false
ORD-20005,07/17/2025,Customer 1005,customer1005@example.com,CA,Home&Garden,1.0,$119.87,0.06,PayPal,N
ORD-20971,"June 23, 2025",Customer 1071,customer1071@example.com,AUSTRALIA,HOME & GARDEN,5.0,153.36,0.27,Gift Card,FALSE
ORD-20298,03-May-2025,Customer 1298,customer1298@example.com,Germany,Beauty,2.0,214.16,0.03,Debit Card,no
ORD-21174,01-Mar-2026,Customer 1274,customer1274@example.com,Australia,SPORTS,1.0,171.86,0.23,Debit Card,Yes
ORD-20762,13-Jun-2026,Customer 1762,customer1762@example.com,United kingdom,sports,1.0,$211.02,0.05,Credit Card,false
ORD-20968,2026-07-04,Customer 1068,customer1068@example.com,GERMANY,electronics,1.0,28.25,0.28,Debit Card,TRUE
ORD-20552,2026-05-02,Customer 1552,customer1552@example.com,CANADA,home and garden,5.0,158.42,0.27,PayPal,N
ORD-20802,10-Mar-2025,Customer 1802,customer1802@example.com,U.S.A.,Appreal,3.0,$121.40,0.21,PayPal,no
ORD-20654,18-Jul-2026,Customer 1654,customer1654@example.com,UK,Home&Garden,1.0,$77.10,0.27,Credit Card,N
ORD-21031,"March 16, 2026",Customer 1131,  customer1131@example.com ,CA,Appreal,2.0,50.83,0.03,PayPal,no
ORD-20144,2025-08-29,Customer 1144,customer1144@example.com,United kingdom,Electronics,2.0,$94.50,0.14,Debit Card,N
ORD-21183,"September 06, 2025",Customer 1283,customer1283@example.com,england,HOME & GARDEN,5.0,$208.49,0.04,PayPal,No
ORD-20881,06/13/2025,Customer 1881,customer1881@example.com,GERMANY,sports,4.0,13.84,0.15,Credit Card,N
ORD-20296,2026-03-10,Customer 1296,  customer1296@example.com ,America,Appreal,1.0,$41.08,0.02,Debit Card,No
ORD-21033,04/21/2025,Customer 1133,customer1133@example.com,DE,HOME & GARDEN,2.0,$25.04,0.19,Credit Card,false
ORD-20826,06-Jun-2026,Customer 1826,customer1826@example.com,CANADA,ELECTRONICS,3.0,183.03,0.18,Credit Card,FALSE
ORD-20670,16-Aug-2025,Customer 1670,customer1670@example.com,GERMANY,Apparel,3.0,$56.37,0.1,PayPal,FALSE
ORD-21282,16-May-2026,Customer 1382,customer1382@example.com,canada,SPORTS,5.0,148.51,0.2,Credit Card,0
ORD-20880,2025-07-03,Customer 1880,  customer1880@example.com ,AUSTRALIA,Electronics ,4.0,34.42,0.23,PayPal,FALSE
ORD-20952,2026-02-22,Customer 1052,customer1052@example.com,Australia,Appreal,3.0,87.25,0.15,Credit Card,No
ORD-21321,03/11/2025,Customer 1421,customer1421@example.com,germany,,5.0,$198.70,0.06,Gift Card,no
ORD-20660,2026-03-26,Customer 1660,customer1660@example.com,United Kingdom,apparel,4.0,84.76,0.04,Debit Card,FALSE
ORD-20327,"May 14, 2025",Customer 1327,customer1327@example.com,United States,Home & Garden,2.0,$179.79,0.23,Gift Card,no
ORD-20942,23-Mar-2026,Customer 1042,customer1042@example.com,australia,Sports ,5.0,$39.26,0.08,PayPal,no
ORD-20823,"November 21, 2025",Customer 1823,customer1823@example.com,DE,Home & garden,1.0,$91.19,0.27,Credit Card,no
ORD-21548,2026-03-25,Customer 1648,  customer1648@example.com ,USA,HOME & GARDEN,1.0,$149.52,0.02,PayPal,No
ORD-21330,14-Oct-2025,Customer 1430,customer1430@example.com,germany,electronics,2.0,172.07,0.26,Gift Card,false
ORD-21529,11/05/2025,Customer 1629,customer1629@example.com,australia,home and garden,2.0,47.58,0.21,PayPal,FALSE
ORD-21312,2025-04-13,Customer 1412,customer1412@example.com,U.K.,,3.0,$16.97,0.24,PayPal,N
ORD-20770,02-Mar-2026,Customer 1770,  customer1770@example.com ,,Electronics ,3.0,70.34,0.17,PayPal,yes
ORD-20155,"July 01, 2025",Customer 1155,customer1155@example.com,United states,Electronics ,4.0,88.75,0.06,Debit Card,0
ORD-20954,31-May-2025,Customer 1054,  customer1054@example.com ,CA,Sports,2.0,$123.31,0.23,Gift Card,FALSE
ORD-20405,07/11/2025,Customer 1405,  customer1405@example.com ,UK,beauty,4.0,$193.90,0.11,Gift Card,N
ORD-21407,"June 13, 2025",Customer 1507,customer1507@example.com,CA,Sports ,3.0,8.13,0.17,Debit Card,FALSE
ORD-20910,24-Sep-2025,Customer 1010,customer1010@example.com,U.K.,Apparel,4.0,$173.65,0.04,PayPal,No
ORD-20057,06/09/2025,Customer 1057,customer1057@example.com,United Kingdom,Electronics ,5.0,185.04,0.24,Credit Card,no
ORD-20121,02/25/2026,Customer 1121,  customer1121@example.com ,AUS,Home&Garden,5.0,$198.51,0.21,Credit Card,false
ORD-21245,08/09/2025,Customer 1345,  customer1345@example.com ,australia,Home & Garden,2.0,156.33,0.0,Gift Card,FALSE
ORD-20625,03/18/2025,Customer 1625,customer1625@example.com,AUSTRALIA,Home & garden,4.0,$122.12,0.27,Debit Card,Y
ORD-20488,2025-10-22,Customer 1488,  customer1488@example.com ,england,sports,1.0,67.44,0.19,Credit Card,no
ORD-21550,15-Nov-2025,Customer 1650,customer1650@example.com,Germany,home and garden,5.0,$31.18,0.22,PayPal,No
ORD-21380,2025-06-08,Customer 1480,customer1480@example.com,America,Sport,,$205.64,0.23,Credit Card,0
ORD-20222,01-Nov-2025,Customer 1222,customer1222@example.com,Australia,Electronics ,3.0,174.6,0.08,PayPal,0
ORD-20736,2025-04-09,Customer 1736,  customer1736@example.com ,CANADA,home and garden,3.0,25.9,,Debit Card,FALSE
ORD-21163,"August 04, 2026",Customer 1263,customer1263@example.com,Australia,Beuaty,3.0,$85.79,0.16,Credit Card,no
ORD-21098,26-Jan-2026,Customer 1198,customer1198@example.com,America,Home & Garden,2.0,$218.69,0.23,Credit Card,false
ORD-21364,2026-05-13,Customer 1464,  customer1464@example.com ,Australia,BEAUTY,1.0,49.25,0.16,PayPal,No
ORD-21038,25-Aug-2025,Customer 1138,  customer1138@example.com ,America,SPORTS,1.0,129.14,0.06,PayPal,No
ORD-21032,2025-10-17,Customer 1132,customer1132@example.com,Australia,beauty,3.0,$44.01,0.24,Gift Card,0
ORD-21171,"March 18, 2026",Customer 1271,  customer1271@example.com ,Canada,Home & Garden,3.0,44.98,0.06,Gift Card,N
ORD-20016,2026-06-24,Customer 1016,customer1016@example.com,Germany,Apparel,2.0,192.23,0.13,,FALSE
ORD-20814,09-Mar-2025,Customer 1814,customer1814@example.com,CA,Beauty,5.0,145.48,0.27,Gift Card,No
ORD-20641,05/26/2026,Customer 1641,customer1641@example.com,germany,beauty,1.0,166.02,0.15,Debit Card,FALSE
ORD-20691,"December 26, 2025",Customer 1691,customer1691@example.com,, Beauty,1.0,187.96,0.18,Gift Card,false
ORD-21279,"January 09, 2026",Customer 1379,  customer1379@example.com ,United Kingdom,Electronics ,5.0,130.39,0.24,Gift Card,0
ORD-20422,04-May-2025,Customer 1422,customer1422@example.com,germany, Apparel,3.0,125.74,0.23,PayPal,N
ORD-20851,"September 02, 2025",Customer 1851,  customer1851@example.com ,Canada,Sports ,2.0,94.26,0.23,Credit Card,false
ORD-20871,"August 16, 2026",Customer 1871,customer1871@example.com,canada,Sports,4.0,201.12,0.2,Credit Card,no
ORD-21257,11/03/2025,Customer 1357,customer1357@example.com,AUS,ELECTRONICS,4.0,116.7,0.29,Gift Card,Yes
ORD-20995,"March 08, 2025",Customer 1095,  customer1095@example.com ,GERMANY,Home & garden,2.0,$20.11,0.19,PayPal,FALSE
ORD-20315,"April 02, 2025",Customer 1315,  customer1315@example.com ,australia,Electronics,3.0,$19.77,0.09,Gift Card,0
ORD-20713,01/13/2026,Customer 1713,  customer1713@example.com ,GERMANY,ELECTRONICS,4.0,17.29,0.17,Gift Card,No
ORD-20662,10-Aug-2025,Customer 1662,customer1662@example.com,United Kingdom,Sport,2.0,$161.07,0.23,Credit Card,false
ORD-20896,2025-06-10,Customer 1896,customer1896@example.com,United Kingdom,APPAREL,2.0,$188.43,,Credit Card,no
ORD-20365,01/07/2026,Customer 1365,customer1365@example.com,england,ELECTRONICS,3.0,31.54,0.18,Debit Card,No
ORD-20695,"March 29, 2026",Customer 1695,customer1695@example.com,DE,Electronic,3.0,$209.60,0.2,PayPal,false
ORD-21294,25-Aug-2025,Customer 1394,customer1394@example.com,CANADA,home and garden,1.0,185.45,0.12,Credit Card,N
ORD-21185,07/31/2025,Customer 1285,customer1285@example.com,canada,Sport,1.0,$118.06,,PayPal,N
ORD-20377,03/17/2025,Customer 1377,customer1377@example.com,canada,Beauty,3.0,$124.14,0.01,Debit Card,0
ORD-20372,2025-09-09,Customer 1372,customer1372@example.com,Canada,HOME & GARDEN,1.0,$12.18,0.04,PayPal,N
ORD-21554,26-Mar-2026,Customer 1654,customer1654@example.com,United States,Appreal,5.0,12.09,0.06,Debit Card,N
ORD-20664,2025-06-13,Customer 1664,customer1664@example.com,UK,HOME & GARDEN,2.0,89.33,0.16,Debit Card,true
ORD-20788,2026-01-29,Customer 1788,customer1788@example.com,AUS,HOME & GARDEN,5.0,$72.91,0.01,Debit Card,No
ORD-21552,2025-10-20,Customer 1652,  customer1652@example.com ,United states,Beauty,1.0,80.41,0.23,Credit Card,N
ORD-21208,2026-04-19,Customer 1308,customer1308@example.com,germany,Home & Garden,5.0,$65.44,0.19,Debit Card,N
ORD-21335,"January 24, 2026",Customer 1435,customer1435@example.com,england,Sports,5.0,73.89,0.26,PayPal,0
ORD-20079,"July 04, 2025",Customer 1079,  customer1079@example.com ,,Home&Garden,4.0,$179.01,0.19,Credit Card,FALSE
ORD-20825,03/21/2025,Customer 1825,customer1825@example.com,AUSTRALIA,Beuaty,5.0,$75.04,0.1,Credit Card,no
ORD-21417,08/08/2025,Customer 1517,,America,Beuaty,3.0,$141.78,0.12,Credit Card,No
ORD-21118,24-Jul-2026,Customer 1218,  customer1218@example.com ,U.S.A.,BEAUTY,5.0,$104.34,0.07,Credit Card,No
ORD-21238,29-Nov-2025,Customer 1338,  customer1338@example.com ,england,APPAREL,3.0,52.86,0.08,Debit Card,1
ORD-20426,02-May-2026,Customer 1426,  customer1426@example.com ,United States,electronics,4.0,89.77,0.11,Credit Card,No
ORD-20013,03/16/2025,Customer 1013,customer1013@example.com,AUS,sports,1.0,199.93,0.17,,no
ORD-21589,09/30/2025,Customer 1689,customer1689@example.com,AUS,Electronics,1.0,218.42,0.14,Debit Card,N
ORD-20449,04/04/2026,Customer 1449,  customer1449@example.com ,canada,SPORTS,1.0,$185.82,0.22,PayPal,N
ORD-20751,"July 28, 2026",Customer 1751,customer1751@example.com,germany,Beuaty,1.0,69.6,0.02,Credit Card,No
ORD-21338,15-May-2026,Customer 1438,customer1438@example.com,Australia,Home&Garden,4.0,$161.08,0.25,Credit Card,0
ORD-20124,2026-06-07,Customer 1124,customer1124@example.com,U.K.,Beuaty,1.0,69.06,0.11,Debit Card,no
ORD-20665,05/18/2026,Customer 1665,  customer1665@example.com ,United kingdom,home and garden,5.0,64.67,0.0,PayPal,1
ORD-21540,2026-03-21,Customer 1640,customer1640@example.com,U.S.A.,Sport,4.0,$163.56,0.1,Gift Card,false
ORD-21039,"January 26, 2026",Customer 1139,customer1139@example.com,UK,Home & Garden,2.0,78.11,0.04,Gift Card,FALSE
ORD-21457,05/02/2025,Customer 1557,customer1557@example.com,CA,HOME & GARDEN,4.0,$151.67,0.27,Credit Card,No
ORD-20899,"April 16, 2026",Customer 1899,customer1899@example.com,,Home & Garden,4.0,93.04,0.07,Debit Card,false
ORD-21519,"December 15, 2025",Customer 1619,customer1619@example.com,United States,Sport,5.0,74.99,0.1,PayPal,0
ORD-20212,2026-02-17,Customer 1212,customer1212@example.com,germany, Beauty,4.0,20.85,0.27,Credit Card,0
ORD-21532,2026-01-27,Customer 1632,  customer1632@example.com ,Germany,SPORTS,3.0,23.54,0.19,Debit Card,N
ORD-20951,"February 05, 2026",Customer 1051,customer1051@example.com,Germany,HOME & GARDEN,1.0,135.9,0.26,Gift Card,N
ORD-21379,"August 16, 2026",Customer 1479,  customer1479@example.com ,United kingdom,HOME & GARDEN,1.0,197.36,0.14,Debit Card,FALSE
ORD-20191,"October 12, 2025",Customer 1191,  customer1191@example.com ,United states,Home & Garden,2.0,217.47,0.11,Credit Card,FALSE
ORD-20409,01/30/2026,Customer 1409,customer1409@example.com,AUS,Electronics ,3.0,148.25,0.02,Credit Card,N
ORD-20393,10/27/2025,Customer 1393,customer1393@example.com,AUSTRALIA,home and garden,3.0,67.3,0.12,Credit Card,N
ORD-21001,03/21/2026,Customer 1101,customer1101@example.com,America,Electronics ,4.0,$191.58,0.01,Debit Card,No
ORD-21231,"May 17, 2026",Customer 1331,  customer1331@example.com ,United kingdom,home and garden,4.0,141.91,0.04,Gift Card,no
ORD-20898,07-Jul-2026,Customer 1898,  customer1898@example.com ,United Kingdom,Beauty,2.0,130.7,0.23,Debit Card,0
ORD-20663,"May 21, 2025",Customer 1663,  customer1663@example.com ,DE,Electronics,2.0,155.82,0.12,PayPal,0
ORD-20936,2025-08-06,Customer 1036,customer1036@example.com,england,home and garden,4.0,$184.91,0.23,Credit Card,no
ORD-20701,08/18/2026,Customer 1701,customer1701@example.com,U.K.,Beuaty,4.0,$133.03,0.05,Gift Card,FALSE
ORD-20633,06/04/2026,Customer 1633,,United kingdom,BEAUTY,,$95.79,0.07,,false
ORD-20170,25-Jan-2026,Customer 1170,customer1170@example.com,Germany,beauty,2.0,$155.76,0.17,Gift Card,false
ORD-21277,04/01/2026,Customer 1377,  customer1377@example.com ,United kingdom,Home&Garden,3.0,204.26,0.21,Gift Card,no
ORD-20183,"November 22, 2025",Customer 1183,customer1183@example.com,GERMANY,Electronic,5.0,138.34,0.23,Debit Card,false
ORD-21210,06-Jul-2026,Customer 1310,customer1310@example.com,Germany,Appreal,2.0,$53.74,0.12,Debit Card,0
ORD-20097,06/11/2026,Customer 1097,  customer1097@example.com ,Australia,home and garden,2.0,$170.33,0.18,Debit Card,false
ORD-21333,01/05/2026,Customer 1433,customer1433@example.com,DE,Sport,1.0,89.1,0.17,Credit Card,no
ORD-20742,23-Apr-2026,Customer 1742,customer1742@example.com,DE,SPORTS,4.0,$72.17,0.0,Credit Card,TRUE
ORD-21453,05/14/2026,Customer 1553,  customer1553@example.com ,U.K.,APPAREL,5.0,$129.65,,PayPal,0
ORD-20635,"May 16, 2026",Customer 1635,customer1635@example.com,AUS,Sports ,3.0,186.92,0.07,PayPal,no
ORD-20267,"December 24, 2025",Customer 1267,customer1267@example.com,australia,Home & Garden,2.0,180.95,0.01,Credit Card,N
ORD-20102,21-Mar-2025,Customer 1102,  customer1102@example.com ,australia,sports,3.0,67.05,0.04,Gift Card,0
ORD-20744,2025-10-09,Customer 1744,  customer1744@example.com ,AUS,Electronics,2.0,191.78,2.7,Credit Card,No
ORD-21575,"December 11, 2025",Customer 1675,  customer1675@example.com ,Germany,home and garden,3.0,42.76,0.07,Credit Card,No
ORD-21094,05-Apr-2025,Customer 1194,,GERMANY,ELECTRONICS,1.0,83.22,0.09,Debit Card,false
ORD-20431,"April 17, 2025",Customer 1431,  customer1431@example.com ,england,Beuaty,5.0,$122.88,0.19,Gift Card,yes
ORD-21057,06/10/2025,Customer 1157,customer1157@example.com,us,BEAUTY,1.0,105.21,0.26,Gift Card,false
ORD-21520,2025-12-25,Customer 1620,,CANADA,beauty,4.0,52.87,0.22,Gift Card,FALSE
ORD-20772,2025-04-03,Customer 1772,customer1772@example.com,canada,Sports ,5.0,111.31,0.05,Gift Card,FALSE
ORD-21598,26-Apr-2026,Customer 1698,customer1698@example.com,USA,ELECTRONICS,2.0,97.36,0.18,Credit Card,No
ORD-20235,"January 31, 2026",Customer 1235,customer1235@example.com,AUSTRALIA,Sports,5.0,79.0,0.18,PayPal,0
ORD-21591,"September 24, 2025",Customer 1691,customer1691@example.com,United Kingdom,Electronics ,4.0,121.01,0.28,Gift Card,No
ORD-20833,12/11/2025,Customer 1833,customer1833@example.com,CANADA,Apparel,3.0,$216.26,0.25,,No
ORD-21222,10-May-2025,Customer 1322,customer1322@example.com,Australia,Home & garden,5.0,69.49,0.05,PayPal,true
ORD-20674,25-Aug-2025,Customer 1674,customer1674@example.com,australia,Electronics ,4.0,70.4,0.19,Debit Card,0
ORD-20154,09-Jul-2025,Customer 1154,  customer1154@example.com ,canada,Sports ,4.0,$172.23,0.2,Gift Card,N
ORD-20726,25-Oct-2025,Customer 1726,customer1726@example.com,us,Home & garden,3.0,80.79,0.1,Gift Card,0
ORD-21360,2025-08-31,Customer 1460,customer1460@example.com,U.K., Apparel,1.0,$68.93,0.11,Gift Card,false
ORD-21423,"May 19, 2025",Customer 1523,  customer1523@example.com ,United States,Home & Garden,2.0,53.08,0.25,Gift Card,false
ORD-20176,2025-05-15,Customer 1176,customer1176@example.com,Canada,Beuaty,5.0,52.99,0.16,Debit Card,N
ORD-21434,27-Aug-2025,Customer 1534,  customer1534@example.com ,CANADA,Apparel,5.0,175.34,0.01,Debit Card,false
ORD-21450,03-Aug-2025,Customer 1550,customer1550@example.com,Canada,Electronic,1.0,$105.27,0.09,Gift Card,N
ORD-21443,"March 15, 2026",Customer 1543,  customer1543@example.com ,GERMANY,Home & Garden,5.0,161.78,0.01,PayPal,FALSE
ORD-20614,26-Sep-2025,Customer 1614,customer1614@example.com,CANADA, Beauty,1.0,132.97,0.06,Credit Card,false
ORD-21134,05-Aug-2026,Customer 1234,  customer1234@example.com ,CANADA,Home&Garden,5.0,$72.27,0.12,Credit Card,0
ORD-21042,26-Jun-2025,Customer 1142,customer1142@example.com,Canada,SPORTS,3.0,$87.64,0.15,Credit Card,FALSE
ORD-20451,"August 06, 2026",Customer 1451,customer1451@example.com,DE,home and garden,4.0,$109.14,0.03,Gift Card,N
ORD-20792,2025-08-21,Customer 1792,  customer1792@example.com ,CANADA,Home & Garden,5.0,$18.85,0.3,Credit Card,false
ORD-20806,11-Mar-2025,Customer 1806,customer1806@example.com,australia,Sports,4.0,$66.01,0.19,PayPal,No
ORD-21494,15-Jun-2026,Customer 1594,customer1594@example.com,,apparel,4.0,181.17,0.13,Gift Card,false
ORD-20532,2026-07-20,Customer 1532,  customer1532@example.com ,UK,Sports ,5.0,$212.42,0.12,Debit Card,N
ORD-20977,11/08/2025,Customer 1077,  customer1077@example.com ,,Sports,1.0,167.12,0.21,PayPal,N
ORD-20190,04-Jul-2026,Customer 1190,customer1190@example.com,CA,electronics,1.0,$29.40,0.24,Gift Card,FALSE
ORD-21334,10-Jan-2026,Customer 1434,customer1434@example.com,england,Electronics ,1.0,29.97,,Credit Card,no
ORD-21172,2026-07-14,Customer 1272,customer1272@example.com,canada,sports,2.0,40.24,0.17,Gift Card,N
ORD-20437,12/01/2025,Customer 1437,  customer1437@example.com ,UK,sports,3.0,164.9,0.15,Credit Card,No
ORD-20562,15-Nov-2025,Customer 1562,customer1562@example.com,us,sports,1.0,178.57,0.26,Debit Card,no
ORD-20658,22-Aug-2025,Customer 1658,  customer1658@example.com ,United kingdom,Sports,4.0,$44.29,0.24,Gift Card,No
ORD-20403,"August 31, 2025",Customer 1403,  customer1403@example.com ,United states,HOME & GARDEN,5.0,89.99,0.05,Gift Card,no
ORD-21479,"May 03, 2025",Customer 1579,customer1579@example.com,england,Electronics ,4.0,108.0,0.15,Credit Card,N
ORD-20028,2026-07-09,Customer 1028,customer1028@example.com,AUSTRALIA,home and garden,3.0,$96.47,0.23,Gift Card,0
ORD-20989,04/04/2025,Customer 1089,customer1089@example.com,UK,Home & garden,4.0,$45.13,0.29,Debit Card,no
ORD-20976,2026-04-16,Customer 1076,customer1076@example.com,CANADA,electronics,5.0,$144.77,,Debit Card,true
ORD-20834,26-May-2026,Customer 1834,  customer1834@example.com ,United States,Appreal,3.0,22.72,0.16,Gift Card,N
ORD-20300,2025-02-26,Customer 1300,  customer1300@example.com ,AUSTRALIA,Electronic,4.0,$174.73,0.06,,N
ORD-20591,"January 06, 2026",Customer 1591,customer1591@example.com,,Sports,3.0,$44.48,0.18,Debit Card,no
ORD-21534,08-Aug-2026,Customer 1634,customer1634@example.com,U.K.,apparel,5.0,200.52,0.29,Debit Card,false
ORD-21095,"June 06, 2025",Customer 1195,,AUS,sports,4.0,123.59,0.04,Credit Card,N
ORD-20629,08/22/2025,Customer 1629,customer1629@example.com,CANADA,apparel,5.0,55.79,0.15,Debit Card,no
ORD-21339,"March 21, 2025",Customer 1439,customer1439@example.com,Australia,beauty,1.0,20.97,0.1,Debit Card,FALSE
ORD-20791,"February 02, 2026",Customer 1791,  customer1791@example.com ,Germany,sports,5.0,162.78,0.1,Gift Card,N
ORD-21461,05/05/2025,Customer 1561,  customer1561@example.com ,United States,Electronic,1.0,48.82,0.19,,no
ORD-20469,02/24/2026,Customer 1469,customer1469@example.com,canada,sports,4.0,26.77,0.07,PayPal,false
